Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,Season,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,B365>2.5,B365<2.5,AHh,B365AHH,B365AHA
2016-01-27,Excelsior,PSV Eindhoven,1,3,A,8.5,5.0,1.33,2015,,,,,,,,,,,,,,,
2016-01-27,Graafschap,Den Haag,3,1,H,3.3,3.4,2.15,2015,,,,,,,,,,,,,,,
2016-01-27,Nijmegen,Twente,2,0,H,2.05,3.5,3.4,2015,,,,,,,,,,,,,,,
2016-01-27,Vitesse,Zwolle,1,1,D,1.44,4.33,7.0,2015,,,,,,,,,,,,,,,
2016-01-28,Feyenoord,Heerenveen,1,2,A,1.3,5.0,11.0,2015,,,,,,,,,,,,,,,
2016-01-28,Roda,Utrecht,1,0,H,3.75,3.4,2.0,2015,,,,,,,,,,,,,,,
2016-01-29,Willem II,Heracles,0,0,D,2.05,3.4,3.5,2015,,,,,,,,,,,,,,,
2016-01-30,Nijmegen,AZ Alkmaar,0,3,A,2.63,3.4,2.55,2015,,,,,,,,,,,,,,,
2016-01-30,PSV Eindhoven,Graafschap,4,2,H,1.08,11.0,21.0,2015,,,,,,,,,,,,,,,
2016-01-30,Vitesse,Excelsior,0,0,D,1.3,5.5,8.5,2015,,,,,,,,,,,,,,,
2016-01-30,Zwolle,Groningen,1,3,A,1.91,3.6,3.75,2015,,,,,,,,,,,,,,,
2016-01-31,Roda,Ajax,2,2,D,7.0,4.33,1.44,2015,,,,,,,,,,,,,,,
2016-01-31,Twente,Utrecht,3,1,H,2.7,3.4,2.5,2015,,,,,,,,,,,,,,,
2016-01-31,Cambuur,Heerenveen,0,1,A,3.0,3.4,2.3,2015,,,,,,,,,,,,,,,
2016-01-31,Feyenoord,Den Haag,0,2,A,1.36,5.25,7.0,2015,,,,,,,,,,,,,,,
2016-02-05,Excelsior,Willem II,0,0,D,2.75,3.2,2.55,2015,,,,,,,,,,,,,,,
2016-02-06,AZ Alkmaar,Vitesse,1,0,H,2.38,3.5,2.88,2015,,,,,,,,,,,,,,,
2016-02-06,Den Haag,Roda,2,2,D,1.62,3.75,5.5,2015,,,,,,,,,,,,,,,
2016-02-06,Heerenveen,Twente,1,3,A,1.85,3.8,3.8,2015,,,,,,,,,,,,,,,
2016-02-06,Heracles,Zwolle,2,0,H,2.0,3.6,3.5,2015,,,,,,,,,,,,,,,
2016-02-07,Utrecht,PSV Eindhoven,0,2,A,3.8,4.0,1.8,2015,,,,,,,,,,,,,,,
2016-02-07,Groningen,Cambuur,2,0,H,1.6,4.0,5.25,2015,,,,,,,,,,,,,,,
2016-02-07,Graafschap,Nijmegen,1,1,D,2.63,3.5,2.5,2015,,,,,,,,,,,,,,,
2016-02-07,Ajax,Feyenoord,2,1,H,1.73,3.75,4.5,2015,,,,,,,,,,,,,,,
2016-02-12,Cambuur,Utrecht,0,2,A,4.2,3.6,1.83,2015,,,,,,,,,,,,,,,
2016-02-13,Heracles,AZ Alkmaar,3,6,A,2.88,3.4,2.38,2015,,,,,,,,,,,,,,,
2016-02-13,Roda,Twente,0,1,A,2.5,3.2,2.8,2015,,,,,,,,,,,,,,,
2016-02-13,Vitesse,Heerenveen,3,0,H,1.6,4.33,4.75,2015,,,,,,,,,,,,,,,
2016-02-13,Willem II,Graafschap,0,0,D,1.67,3.5,5.5,2015,,,,,,,,,,,,,,,
2016-02-14,Nijmegen,PSV Eindhoven,0,3,A,5.5,4.0,1.57,2015,,,,,,,,,,,,,,,
2016-02-14,Zwolle,Feyenoord,3,1,H,3.3,3.5,2.1,2015,,,,,,,,,,,,,,,
2016-02-14,Excelsior,Den Haag,2,4,A,2.7,3.3,2.55,2015,,,,,,,,,,,,,,,
2016-02-14,Groningen,Ajax,1,2,A,4.75,3.4,1.8,2015,,,,,,,,,,,,,,,
2016-02-19,Den Haag,Zwolle,0,2,A,2.0,3.5,3.6,2015,,,,,,,,,,,,,,,
2016-02-20,AZ Alkmaar,Groningen,4,1,H,1.53,4.2,5.75,2015,,,,,,,,,,,,,,,
2016-02-20,Heerenveen,Nijmegen,1,1,D,1.8,3.6,4.5,2015,,,,,,,,,,,,,,,
2016-02-20,PSV Eindhoven,Heracles,2,0,H,1.25,6.0,10.0,2015,,,,,,,,,,,,,,,
2016-02-20,Twente,Cambuur,3,0,H,1.5,4.33,6.0,2015,,,,,,,,,,,,,,,
2016-02-21,Graafschap,Vitesse,2,2,D,5.0,3.8,1.67,2015,,,,,,,,,,,,,,,
